"Date","Rate","High (est)","Low (est)","Yr"
2015-02-23,2440.56,2470.7,2410.8,2015
2015-02-20,2419.04,2446.9,2391.5,2015
2015-02-19,2410.38,2437.7,2383.4,2015
2015-02-18,2400.53,2427,2374.4,2015
2015-02-17,2386.01,0,0,2015
2015-02-16,2386.62,0,0,2015
2015-02-13,2383.67,0,0,2015
2015-02-12,2372.41,0,0,2015
2015-02-11,2381,0,0,2015
2015-02-10,2385.58,2411.9,2359.5,2015
2015-02-09,2382.23,2409.7,2355.1,2015
2015-02-06,2382.18,0,0,2015
2015-02-05,2378.47,0,0,2015
2015-02-04,2392.17,0,0,2015
2015-02-03,2418.97,0,0,2015
2015-02-02,2407,2435,2379.4,2015
2015-01-30,2377.36,2406.5,2348.6,2015
2015-01-29,2377.82,0,0,2015
2015-01-28,2383.54,2409.8,2357.6,2015
2015-01-27,2380.43,2407.6,2353.6,2015
2015-01-26,2380.67,2408.3,2353.3,2015
2015-01-23,2370.09,0,0,2015
2015-01-22,2366.19,0,0,2015
2015-01-21,2374.93,0,0,2015
2015-01-20,2384.04,2411,2357.4,2015
2015-01-19,2387.21,0,0,2015
2015-01-16,2414.37,0,0,2015
2015-01-15,2407.44,0,0,2015
2015-01-14,2407.44,2436.7,2378.6,2015
2015-01-13,2399.07,2425.5,2372.9,2015
2015-01-12,2413.59,2440.4,2387.1,2015
2015-01-09,2438.28,2467.7,2409.2,2015
2015-01-08,2423.2,0,0,2015
2015-01-07,2404.47,0,0,2015
2015-01-06,2400.23,2426.9,2373.8,2015
2015-01-05,2387.6,2416.9,2358.6,2015
2015-01-02,2384.27,2414,2354.9,2015
2015-01-01,2379.93,2407.4,2352.7,2015
2014-12-31,2372.82,2401.6,2344.4,2014
2014-12-30,2364.48,2392,2337.3,2014
2014-12-29,2364.53,0,0,2014
2014-12-26,2350.49,2376.4,2324.9,2014
2014-12-25,2334.55,0,0,2014
2014-12-24,2318.37,2344.7,2292.3,2014
2014-12-23,2311.81,2340.2,2283.8,2014
2014-12-22,2337.72,2366.7,2309.1,2014
2014-12-19,2414.15,2444.2,2384.5,2014
2014-12-18,2422.77,2452.4,2393.5,2014
2014-12-17,2409.72,0,0,2014
2014-12-16,2409.72,2437.3,2382.5,2014
2014-12-15,2388.42,2414.8,2362.3,2014
2014-12-12,2353.46,2382,2325.3,2014
2014-12-11,2334.26,2360.8,2308.1,2014
2014-12-10,2321.85,2348.2,2295.8,2014
2014-12-09,2317.31,2346,2288.9,2014
2014-12-08,2300.4,2328.9,2272.3,2014
2014-12-05,2288.88,2314.3,2263.7,2014
2014-12-04,2267.91,2294.1,2242.1,2014
2014-12-03,2224.75,0,0,2014
2014-12-02,2186.73,0,0,2014
2014-12-01,2162.36,0,0,2014
2014-11-28,2155.33,0,0,2014
2014-11-27,2153.3,2178.7,2128.2,2014
2014-11-26,2153.23,0,0,2014
2014-11-25,2156.39,0,0,2014
2014-11-24,2153.71,2178.1,2129.6,2014
2014-11-21,2154.19,2179.4,2129.2,2014
2014-11-20,2157.89,2183.9,2132.2,2014
2014-11-19,2154.98,2178.9,2131.4,2014
2014-11-18,2140.19,2164.2,2116.4,2014
2014-11-17,2128.33,0,0,2014
2014-11-14,2116.23,0,0,2014
2014-11-13,2107.81,0,0,2014
2014-11-12,2102.36,0,0,2014
2014-11-11,2092.28,2115.5,2069.3,2014
2014-11-10,2085.06,2108.4,2062,2014
2014-11-07,2072.69,2097.7,2048,2014
2014-11-06,2060.48,0,0,2014
2014-11-05,2060.87,0,0,2014
2014-11-04,2063.67,2088.7,2039,2014
2014-11-03,2064.97,0,0,2014
2014-10-31,2066.43,0,0,2014
2014-10-30,2061.36,0,0,2014
2014-10-29,2061.83,2086.6,2037.4,2014
2014-10-28,2056.95,2082.3,2031.9,2014
2014-10-27,2054.63,0,0,2014
2014-10-24,2055.62,0,0,2014
2014-10-23,2059.31,2082.4,2036.5,2014
2014-10-22,2064.13,0,0,2014
2014-10-21,2068.76,2092.3,2045.4,2014
2014-10-20,2058.63,0,0,2014
2014-10-17,2048.46,0,0,2014
2014-10-16,2048.46,2073.4,2023.8,2014
2014-10-15,2046.21,2068.8,2023.9,2014
2014-10-14,2048.96,2073.5,2024.7,2014
2014-10-13,2044.09,2069,2019.5,2014
2014-10-10,2027.84,2050.3,2005.7,2014
2014-10-09,2023.46,2048.4,1998.8,2014
2014-10-08,2023.98,2047.8,2000.4,2014
2014-10-07,2028.75,0,0,2014
2014-10-06,2026.24,2048.7,2004.1,2014
2014-10-03,2021.59,2046.5,1997,2014
2014-10-02,2022.91,0,0,2014
2014-10-01,2023.6,0,0,2014
2014-09-30,2027.34,0,0,2014
2014-09-29,2021.5,0,0,2014
2014-09-26,2006.48,2029.1,1984.1,2014
2014-09-25,1993.81,2015.9,1971.9,2014
2014-09-24,1989.48,2012.3,1967,2014
2014-09-23,1992.25,0,0,2014
2014-09-22,1978.23,2002.2,1954.5,2014
2014-09-19,1985.22,0,0,2014
2014-09-18,1985.22,0,0,2014
2014-09-17,1986.43,2011.1,1962.1,2014
2014-09-16,1975.03,0,0,2014
2014-09-15,1970.78,1992.9,1948.9,2014
2014-09-12,1964.39,1986.4,1942.7,2014
2014-09-11,1943.29,0,0,2014
2014-09-10,1943.29,0,0,2014
2014-09-09,1936.1,1957.8,1914.6,2014
2014-09-08,1931.02,0,0,2014
2014-09-05,1927.5,0,0,2014
2014-09-04,1923.34,1945.1,1901.9,2014
2014-09-03,1921.64,1944,1899.6,2014
2014-09-02,1907.54,0,0,2014
2014-09-01,1905.05,0,0,2014
2014-08-29,1905.05,0,0,2014
2014-08-28,1905.05,0,0,2014
2014-08-27,1905.05,0,0,2014
2014-08-26,1932.3,0,0,2014
2014-08-25,1924.05,1946.8,1901.6,2014
2014-08-22,1907.86,1929.4,1886.5,2014
2014-08-21,1885.58,0,0,2014
2014-08-20,1885.58,0,0,2014
2014-08-19,1885.97,1909.5,1862.7,2014
2014-08-18,1882.11,0,0,2014
2014-08-15,1878.61,1901.5,1856,2014
2014-08-14,1879.04,1901,1857.3,2014
2014-08-13,1879.1,0,0,2014
2014-08-12,1884.63,1908.1,1861.5,2014
2014-08-11,1890.04,0,0,2014
2014-08-08,1891.37,1913.5,1869.5,2014
2014-08-07,1889.24,0,0,2014
2014-08-06,1889.25,1910.2,1868.6,2014
2014-08-05,1879.85,0,0,2014
2014-08-04,1875.7,1896.5,1855.1,2014
2014-08-01,1874.86,0,0,2014
2014-07-31,1864.78,0,0,2014
2014-07-30,1852.22,0,0,2014
2014-07-29,1848.92,1870.4,1827.7,2014
2014-07-28,1847.79,1869.6,1826.2,2014
2014-07-25,1846.56,0,0,2014
2014-07-24,1851.3,0,0,2014
2014-07-23,1859.85,1880.4,1839.5,2014
2014-07-22,1864.2,0,0,2014
2014-07-21,1868.3,1889.6,1847.3,2014
2014-07-18,1867.95,1889.5,1846.6,2014
2014-07-17,1867.82,1889.6,1846.3,2014
2014-07-16,1868.49,1890.3,1847,2014
2014-07-15,1865.01,1888,1842.3,2014
2014-07-14,1856.78,1880,1833.9,2014
2014-07-11,1858.79,1880,1837.8,2014
2014-07-10,1857.14,1878,1836.5,2014
2014-07-09,1853.27,1876.3,1830.5,2014
2014-07-08,1849.88,0,0,2014
2014-07-07,1846.39,0,0,2014
2014-07-04,1854.16,1877.1,1831.5,2014
2014-07-03,1861.84,1882.9,1841,2014
2014-07-02,1871.89,1894.8,1849.3,2014
2014-07-01,1880.59,0,0,2014
2014-06-30,1882.14,0,0,2014
2014-06-27,1882.08,1904.1,1860.3,2014
2014-06-26,1882.14,1904.5,1860,2014
2014-06-25,1884.15,0,0,2014
2014-06-24,1884.2,1907.7,1861,2014
2014-06-23,1883.31,0,0,2014
2014-06-20,1884.31,1905.6,1863.3,2014
2014-06-19,1894.04,1917.6,1870.8,2014
2014-06-18,1894.24,1916.9,1871.8,2014
2014-06-17,1884.81,1907,1862.9,2014
2014-06-16,1879.96,1901.2,1859,2014
2014-06-13,1890.49,1912.6,1868.6,2014
2014-06-12,1899.6,1922.9,1876.5,2014
2014-06-11,1884.16,1907.5,1861.1,2014
2014-06-10,1884.15,1907.2,1861.3,2014
2014-06-09,1891.97,1915.5,1868.7,2014
2014-06-06,1903.76,0,0,2014
2014-06-05,1898.28,1921.1,1875.8,2014
2014-06-04,1899.22,1922.2,1876.5,2014
2014-06-03,1898.08,1919.9,1876.5,2014
2014-06-02,1900.42,1923.2,1877.9,2014
2014-05-30,1908.04,0,0,2014
2014-05-29,1912.32,1935.6,1889.3,2014
2014-05-28,1911.75,1934.5,1889.3,2014
2014-05-27,1906.94,1929.7,1884.5,2014
2014-05-26,1908.47,1932.2,1885.1,2014
2014-05-23,1907.17,1929.9,1884.7,2014
2014-05-22,1915.28,0,0,2014
2014-05-21,1921.76,0,0,2014
2014-05-20,1922.52,1944.9,1900.4,2014
2014-05-19,1925.08,1948.8,1901.7,2014
2014-05-16,1924.06,1945.5,1902.9,2014
2014-05-15,1920.05,1941.8,1898.6,2014
2014-05-14,1910.57,1931.8,1889.6,2014
2014-05-13,1899.55,0,0,2014
2014-05-12,1903.1,1925.9,1880.5,2014
2014-05-09,1905.27,0,0,2014
2014-05-08,1913.92,0,0,2014
2014-05-07,1920.35,1942.3,1898.6,2014
2014-05-06,1924.69,0,0,2014
2014-05-05,1930.27,0,0,2014
2014-05-02,1934.05,1955.6,1912.7,2014
2014-05-01,1932.12,1956.1,1908.4,2014
2014-04-30,1935.54,0,0,2014
2014-04-29,1938.61,0,0,2014
2014-04-28,1941.27,1963.4,1919.4,2014
2014-04-25,1936.42,1959.9,1913.3,2014
2014-04-24,1933.53,1957.2,1910.1,2014
2014-04-23,1927.71,0,0,2014
2014-04-22,1924.31,1947.4,1901.5,2014
2014-04-21,1928.75,0,0,2014
2014-04-18,1928.75,1951.9,1905.9,2014
2014-04-17,1930.23,0,0,2014
2014-04-16,1931.62,1954.5,1909,2014
2014-04-15,1923.89,1946.6,1901.4,2014
2014-04-14,1920.96,1942.5,1899.6,2014
2014-04-11,1925.73,0,0,2014
2014-04-10,1931.66,1954.8,1908.8,2014
2014-04-09,1941.22,1963.8,1919,2014
2014-04-08,1951.59,1973.7,1929.8,2014
2014-04-07,1959.24,1982.6,1936.2,2014
2014-04-04,1969.32,0,0,2014
2014-04-03,1967.12,1990.2,1944.3,2014
2014-04-02,1968.66,1992.6,1945,2014
2014-04-01,1968.33,1992.5,1944.4,2014
2014-03-31,1967.57,0,0,2014
2014-03-28,1972.43,1994.5,1950.6,2014
2014-03-27,1978.23,2001.7,1955,2014
2014-03-26,1984.93,2007.8,1962.3,2014
2014-03-25,1993.22,2017,1969.7,2014
2014-03-24,1998.96,2022.4,1975.8,2014
2014-03-21,2009.41,2032.3,1986.8,2014
2014-03-20,2021.55,2044,1999.3,2014
2014-03-19,2034.11,2056.8,2011.7,2014
2014-03-18,2039.06,0,0,2014
2014-03-17,2045.86,2068.5,2023.4,2014
2014-03-14,2044.65,2067.9,2021.7,2014
2014-03-13,2044.16,2067.5,2021.1,2014
2014-03-12,2042.39,2067.9,2017.2,2014
2014-03-11,2040.35,0,0,2014
2014-03-10,2036.32,2059.4,2013.5,2014
2014-03-07,2041.09,0,0,2014
2014-03-06,2047.77,0,0,2014
2014-03-05,2050.12,2075.4,2025.2,2014
2014-03-04,2050.03,0,0,2014
2014-03-03,2047.97,0,0,2014
2014-02-28,2054.1,2079.5,2029,2014
2014-02-27,2049.85,0,0,2014
2014-02-26,2042.92,2068.1,2018,2014
2014-02-25,2043.05,2067.7,2018.7,2014
2014-02-24,2044.31,0,0,2014
2014-02-21,2039.48,0,0,2014
2014-02-20,2039.48,0,0,2014
2014-02-19,2027.07,2052.4,2002.1,2014
2014-02-18,2020.71,2045.6,1996.1,2014
2014-02-17,2029.6,2053.5,2006,2014
2014-02-14,2034.1,2057.6,2010.9,2014
2014-02-13,2039.75,0,0,2014
2014-02-12,2047.9,0,0,2014
2014-02-11,2049.96,0,0,2014
2014-02-10,2047.46,0,0,2014
2014-02-07,2046.45,2071.6,2021.6,2014
2014-02-06,2045.65,2068.3,2023.2,2014
2014-02-05,2040.89,2063.9,2018.1,2014
2014-02-04,2034.98,0,0,2014
2014-02-03,2014.41,0,0,2014
2014-01-31,2011.93,0,0,2014
2014-01-30,2010.67,0,0,2014
2014-01-29,2005.31,2029.3,1981.6,2014
2014-01-28,2002.08,2025.4,1979,2014
2014-01-27,1998.38,2021.5,1975.5,2014
2014-01-24,1992.34,2016.5,1968.5,2014
2014-01-23,1982.83,0,0,2014
2014-01-22,1973.98,1996.9,1951.4,2014
2014-01-21,1964.89,0,0,2014
2014-01-20,1959.31,1983.4,1935.5,2014
2014-01-17,1945.57,1968.9,1922.5,2014
2014-01-16,1938.37,1960.5,1916.5,2014
2014-01-15,1930.09,1952.4,1908.1,2014
2014-01-14,1924.27,1948.1,1900.7,2014
2014-01-13,1928.15,1950.6,1906,2014
2014-01-10,1932.88,0,0,2014
2014-01-09,1929.8,1951.3,1908.5,2014
2014-01-08,1932.6,1954.4,1911.1,2014
2014-01-07,1938.27,0,0,2014
2014-01-06,1939.09,1962.2,1916.3,2014
2014-01-03,1935.96,1957.7,1914.5,2014
2014-01-02,1929.57,0,0,2014
2014-01-01,1927.53,1948.9,1906.4,2014
2013-12-31,1925.28,1947,1903.8,2013
2013-12-30,1921.34,1943.6,1899.3,2013
2013-12-27,1919.77,0,0,2013
2013-12-26,1921.97,0,0,2013
2013-12-25,1923.94,1947.2,1901,2013
2013-12-24,1929.89,0,0,2013
2013-12-23,1935.84,1959,1913,2013
2013-12-20,1940.38,0,0,2013
2013-12-19,1939.46,1963.5,1915.7,2013
2013-12-18,1933.93,1955.5,1912.6,2013
2013-12-17,1934.39,1957.6,1911.4,2013
2013-12-16,1932.73,0,0,2013
2013-12-13,1936.47,1958.1,1915.1,2013
2013-12-12,1936.59,0,0,2013
2013-12-11,1934.16,1957.2,1911.3,2013
2013-12-10,1934.53,1958.5,1910.8,2013
2013-12-09,1937.13,1958.8,1915.7,2013
2013-12-06,1943.37,1965.3,1921.7,2013
2013-12-05,1943.75,1966.8,1920.9,2013
2013-12-04,1933.82,1957.8,1910.1,2013
2013-12-03,1932.9,1955.2,1910.9,2013
2013-12-02,1930.28,0,0,2013
2013-11-29,1926.94,0,0,2013
2013-11-28,1926.94,1948.2,1905.9,2013
2013-11-27,1927.01,0,0,2013
2013-11-26,1929.28,0,0,2013
2013-11-25,1930.71,1953.9,1907.8,2013
2013-11-22,1927.7,0,0,2013
2013-11-21,1918.29,0,0,2013
2013-11-20,1918.29,1939.8,1897,2013
2013-11-19,1918.32,0,0,2013
2013-11-18,1923.21,0,0,2013
2013-11-15,1928.51,1950.9,1906.4,2013
2013-11-14,1931.65,1953.9,1909.6,2013
2013-11-13,1931.37,1955,1908,2013
2013-11-12,1931.89,0,0,2013
2013-11-11,1931.89,0,0,2013
2013-11-08,1922.13,1944.1,1900.4,2013
2013-11-07,1918.37,0,0,2013
2013-11-06,1912.67,1935.3,1890.3,2013
2013-11-05,1896.01,1917.2,1875.1,2013
2013-11-04,1885.22,0,0,2013
2013-11-01,1885.22,1908.7,1862.1,2013
2013-10-31,1884.34,1906.4,1862.6,2013
2013-10-30,1884.5,1906,1863.2,2013
2013-10-29,1884.15,1907.2,1861.3,2013
2013-10-28,1884.03,1907.5,1860.8,2013
2013-10-25,1884.4,0,0,2013
2013-10-24,1881.82,1903.9,1860,2013
2013-10-23,1881.15,0,0,2013
2013-10-22,1882.94,1904.5,1861.6,2013
2013-10-21,1880.32,1902.3,1858.6,2013
2013-10-18,1881.39,0,0,2013
2013-10-17,1884.2,1907.7,1861,2013
2013-10-16,1884.36,0,0,2013
2013-10-15,1883.91,1907.2,1860.9,2013
2013-10-14,1886.59,1910.1,1863.3,2013
2013-10-11,1888.77,1910.9,1866.9,2013
2013-10-10,1891.68,1913.2,1870.4,2013
2013-10-09,1889.49,1910.5,1868.7,2013
2013-10-08,1887.11,0,0,2013
2013-10-07,1886.99,1910.5,1863.7,2013
2013-10-04,1887.35,0,0,2013
2013-10-03,1888.78,1912.4,1865.5,2013
2013-10-02,1898.32,1921,1875.9,2013
2013-10-01,1908.81,1932.4,1885.5,2013
2013-09-30,1905.33,1927.5,1883.4,2013
2013-09-27,1895.04,1917.4,1873,2013
2013-09-26,1911.44,1935.1,1888.1,2013
2013-09-25,1924.21,1945.4,1903.3,2013
2013-09-24,1889.72,0,0,2013
2013-09-23,1909.81,0,0,2013
2013-09-20,1909.81,0,0,2013
2013-09-19,1934.24,1955.5,1913.2,2013
2013-09-18,1927.73,1949,1906.6,2013
2013-09-17,1941.08,0,0,2013
2013-09-16,1941.08,1962.4,1920,2013
2013-09-13,1938.89,0,0,2013
2013-09-12,1938.89,0,0,2013
2013-09-11,1938.89,1960.5,1917.5,2013
2013-09-10,1945.64,0,0,2013
2013-09-09,1945.64,1967,1924.5,2013
2013-09-06,1945.18,0,0,2013
2013-09-05,1944.84,1967.1,1922.8,2013
2013-09-04,1944.21,1968,1920.7,2013
2013-09-03,1937.15,1959.2,1915.3,2013
2013-09-02,1942.98,0,0,2013
2013-08-30,1942.98,1964.4,1921.8,2013
2013-08-29,1938.73,0,0,2013
2013-08-28,1929.76,1953.7,1906.1,2013
2013-08-27,1915.32,1936.6,1894.3,2013
2013-08-26,1916.99,1938.9,1895.3,2013
2013-08-23,1925.62,1948.1,1903.4,2013
2013-08-22,1923.23,1945,1901.7,2013
2013-08-21,1924.99,1947.9,1902.4,2013
2013-08-20,1917.67,1939.9,1895.7,2013
2013-08-19,1905.38,0,0,2013
2013-08-16,1896.66,0,0,2013
2013-08-15,1886.18,1908.8,1863.8,2013
2013-08-14,1874.14,0,0,2013
2013-08-13,1871.06,1893.9,1848.5,2013
2013-08-12,1877.32,1900.3,1854.6,2013
2013-08-09,1877.91,1900,1856.1,2013
2013-08-08,1880.45,0,0,2013
2013-08-07,1882.77,0,0,2013
2013-08-06,1885.85,1907.5,1864.5,2013
2013-08-05,1893.3,1914.7,1872.2,2013
2013-08-02,1898.98,0,0,2013
2013-08-01,1895,1918.2,1872.1,2013
2013-07-31,1891.28,1912.4,1870.4,2013
2013-07-30,1888.37,1911.8,1865.2,2013
2013-07-29,1902.04,1924,1880.3,2013
2013-07-26,1915.24,0,0,2013
2013-07-25,1889.86,1911.8,1868.2,2013
2013-07-24,1883.07,0,0,2013
2013-07-23,1879.06,0,0,2013
2013-07-22,1881.03,1904.3,1858,2013
2013-07-19,1876.26,1897.8,1855,2013
2013-07-18,1874.8,1896.4,1853.5,2013
2013-07-17,1885.92,0,0,2013
2013-07-16,1899.5,1921.9,1877.3,2013
2013-07-15,1906.27,1927.7,1885.1,2013
2013-07-12,1915.61,1938.5,1893,2013
2013-07-11,1921.81,0,0,2013
2013-07-10,1922.33,1943.7,1901.2,2013
2013-07-09,1925.86,1948.3,1903.7,2013
2013-07-08,1922.8,1944.3,1901.5,2013
2013-07-05,1916.25,1939.5,1893.3,2013
2013-07-04,1920.14,0,0,2013
2013-07-03,1920.14,0,0,2013
2013-07-02,1925.59,1948.1,1903.3,2013
2013-07-01,1926.67,0,0,2013
2013-06-28,1926.67,0,0,2013
2013-06-27,1923.67,0,0,2013
2013-06-26,1933.57,1957.6,1909.9,2013
2013-06-25,1944.6,0,0,2013
2013-06-24,1929.26,0,0,2013
2013-06-21,1900.07,0,0,2013
2013-06-20,1900.07,1922.5,1877.9,2013
2013-06-19,1893.41,1916.3,1870.8,2013
2013-06-18,1882.29,1905.6,1859.3,2013
2013-06-17,1886.98,1907.9,1866.2,2013
2013-06-14,1896.38,0,0,2013
2013-06-13,1900.47,0,0,2013
2013-06-12,1899.93,1922.2,1877.9,2013
2013-06-11,1898.03,0,0,2013
2013-06-10,1898.03,1919.2,1877.1,2013
2013-06-07,1903.71,1925.3,1882.4,2013
2013-06-06,1896.86,1919.5,1874.5,2013
2013-06-05,1899.32,1921.7,1877.2,2013
2013-06-04,1904.44,0,0,2013
2013-06-03,1903.47,1926.5,1880.7,2013
2013-05-31,1895.29,1918.5,1872.4,2013
2013-05-30,1896.01,1919.3,1873,2013
2013-05-29,1891.99,0,0,2013
2013-05-28,1872.15,0,0,2013
2013-05-27,1872.15,0,0,2013
2013-05-24,1859.89,1881.3,1838.8,2013
2013-05-23,1853.28,0,0,2013
2013-05-22,1846.41,0,0,2013
2013-05-21,1843.19,1864.8,1821.8,2013
2013-05-20,1840.98,0,0,2013
2013-05-17,1840.3,1861.2,1819.6,2013
2013-05-16,1840.7,1861.2,1820.4,2013
2013-05-15,1835.24,1858,1812.8,2013
2013-05-14,1833.16,1853.4,1813.1,2013
2013-05-13,1833.13,1854.6,1811.9,2013
2013-05-10,1832.41,1854.4,1810.7,2013
2013-05-09,1829.65,0,0,2013
2013-05-08,1829,1851.1,1807.1,2013
2013-05-07,1836.21,1858.6,1814.1,2013
2013-05-06,1837.87,1858.8,1817.2,2013
2013-05-03,1835.74,1856.6,1815.2,2013
2013-05-02,1829.97,1850.5,1809.7,2013
2013-05-01,1828.35,0,0,2013
2013-04-30,1830.67,1852.1,1809.4,2013
2013-04-29,1832.2,1854,1810.6,2013
2013-04-26,1833.61,0,0,2013
2013-04-25,1839.01,1860,1818.2,2013
2013-04-24,1838.79,1861.6,1816.3,2013
2013-04-23,1840.41,0,0,2013
2013-04-22,1841.02,0,0,2013
2013-04-19,1843.76,1865.5,1822.2,2013
2013-04-18,1833.81,0,0,2013
2013-04-17,1832.24,1855,1809.8,2013
2013-04-16,1832.34,1854.3,1810.7,2013
2013-04-15,1827.14,1848.3,1806.2,2013
2013-04-12,1823.17,1845.8,1800.8,2013
2013-04-11,1818.77,0,0,2013
2013-04-10,1814.27,0,0,2013
2013-04-09,1817.94,1839.8,1796.4,2013
2013-04-08,1823.59,1844.1,1803.4,2013
2013-04-05,1825.74,1846.9,1804.8,2013
2013-04-04,1819.85,0,0,2013
2013-04-03,1821.39,1843.1,1799.9,2013
2013-04-02,1826.79,1848.5,1805.3,2013
2013-04-01,1828.37,1850.5,1806.5,2013
2013-03-29,1830.22,1851.6,1809.1,2013
2013-03-28,1830.84,1852.1,1809.8,2013
2013-03-27,1827.26,1848.7,1806.1,2013
2013-03-26,1824.25,1845.8,1802.9,2013
2013-03-25,1820.38,0,0,2013
2013-03-22,1814.13,0,0,2013
2013-03-21,1808.79,0,0,2013
2013-03-20,1808.53,1830.7,1786.7,2013
2013-03-19,1807.55,1829.1,1786.3,2013
2013-03-18,1800.87,1822.4,1779.6,2013
2013-03-15,1798.43,0,0,2013
2013-03-14,1799.95,1822.1,1778,2013
2013-03-13,1801.14,0,0,2013
2013-03-12,1801.26,1822.9,1779.9,2013
2013-03-11,1802.56,1824.1,1781.3,2013
2013-03-08,1804.77,1827,1782.8,2013
2013-03-07,1809.99,1832.5,1787.8,2013
2013-03-06,1812.95,1832.9,1793.2,2013
2013-03-05,1813.55,0,0,2013
2013-03-04,1813.89,0,0,2013
2013-03-01,1815.82,1837.7,1794.2,2013
2013-02-28,1816.59,1837,1796.4,2013
2013-02-27,1810.98,0,0,2013
2013-02-26,1805.57,0,0,2013
2013-02-25,1802.89,1823.2,1782.9,2013
2013-02-22,1796.9,0,0,2013
2013-02-21,1794.96,0,0,2013
2013-02-20,1797.28,1817.2,1777.6,2013
2013-02-19,1789.92,1809.8,1770.3,2013
2013-02-18,1785.25,1806.8,1763.9,2013
2013-02-15,1781.09,0,0,2013
2013-02-14,1780.51,1801.5,1759.8,2013
2013-02-13,1784.68,1806.3,1763.3,2013
2013-02-12,1786.95,1808.9,1765.3,2013
2013-02-11,1791.27,0,0,2013
2013-02-08,1791.75,1814.1,1769.7,2013
2013-02-07,1788.99,0,0,2013
2013-02-06,1786.64,0,0,2013
2013-02-05,1782.2,1803.7,1760.9,2013
2013-02-04,1774.94,1796.5,1753.6,2013
2013-02-01,1775.83,1798,1754,2013
2013-01-31,1777.71,1799.5,1756.2,2013
2013-01-30,1780.54,0,0,2013
2013-01-29,1780.15,1802.4,1758.2,2013
2013-01-28,1779.91,0,0,2013
2013-01-25,1777.03,1798.1,1756.2,2013
2013-01-24,1771.2,1790.8,1751.8,2013
2013-01-23,1771.53,0,0,2013
2013-01-22,1771.53,0,0,2013
2013-01-21,1771.53,1791.9,1751.4,2013
2013-01-18,1770.71,0,0,2013
2013-01-17,1763.18,0,0,2013
2013-01-16,1761.79,0,0,2013
2013-01-15,1761.8,1783.5,1740.3,2013
2013-01-14,1764.61,1784,1745.4,2013
2013-01-11,1769.25,1789.3,1749.5,2013
2013-01-10,1771.05,1790.7,1751.6,2013
2013-01-09,1770.92,1791.2,1750.9,2013
2013-01-08,1771.35,1790.9,1752.1,2013
2013-01-07,1768.68,1788.7,1748.9,2013
2013-01-04,1764.55,1784.1,1745.2,2013
2013-01-03,1766.09,0,0,2013
2013-01-02,1768.77,0,0,2013
2013-01-01,1770.19,1792.1,1748.5,2013
2012-12-31,1769.66,0,0,2012
2012-12-28,1774,1794.3,1754,2012
2012-12-27,1775.99,0,0,2012
2012-12-26,1781.13,0,0,2012
2012-12-25,1781.13,0,0,2012
2012-12-24,1781.13,1803.2,1759.3,2012
2012-12-21,1791.66,0,0,2012
2012-12-20,1795.37,0,0,2012
2012-12-19,1796.12,0,0,2012
2012-12-18,1796.19,1816.6,1776,2012
2012-12-17,1796.02,0,0,2012
2012-12-14,1797.21,0,0,2012
2012-12-13,1799.75,0,0,2012
2012-12-12,1799.35,1821.2,1777.8,2012
2012-12-11,1796.03,1816.3,1776,2012
2012-12-10,1800.41,0,0,2012
2012-12-07,1810.65,1831,1790.6,2012
2012-12-06,1813.25,0,0,2012
2012-12-05,1813.67,0,0,2012
2012-12-04,1815.33,1835.5,1795.4,2012
2012-12-03,1818.27,1839,1797.8,2012
2012-11-30,1822.79,1844.7,1801.1,2012
2012-11-29,1823.91,1845,1803.1,2012
2012-11-28,1823.7,1846.2,1801.5,2012
2012-11-27,1823.55,1845.9,1801.4,2012
2012-11-26,1820.31,1840.7,1800.1,2012
2012-11-23,1815.01,0,0,2012
2012-11-22,1815.64,1836.5,1795,2012
2012-11-21,1818.59,0,0,2012
2012-11-20,1822.35,1843.1,1801.9,2012
2012-11-19,1822.42,1842.8,1802.2,2012
2012-11-16,1819.51,1841.7,1797.6,2012
2012-11-15,1816.92,0,0,2012
2012-11-14,1815.05,0,0,2012
2012-11-13,1815.05,0,0,2012
2012-11-12,1815.05,1835.7,1794.6,2012
2012-11-09,1814.24,1836.8,1792,2012
2012-11-08,1820.37,0,0,2012
2012-11-07,1827.8,1850.2,1805.7,2012
2012-11-06,1828.24,1850,1806.7,2012
2012-11-05,1828.88,1851,1807,2012
2012-11-02,1828.58,0,0,2012
2012-11-01,1825.24,1846,1804.7,2012
2012-10-31,1821.75,0,0,2012
2012-10-30,1821.75,0,0,2012
2012-10-29,1821.75,1841.9,1801.9,2012
2012-10-26,1817.17,1839.6,1795.1,2012
2012-10-25,1814.64,0,0,2012
2012-10-24,1807.11,1829.2,1785.3,2012
2012-10-23,1799.6,0,0,2012
2012-10-22,1798.7,0,0,2012
2012-10-19,1798.57,1820.1,1777.3,2012
2012-10-18,1798.84,1819,1778.9,2012
2012-10-17,1798.05,1819.8,1776.5,2012
2012-10-16,1797.56,1818.2,1777.1,2012
2012-10-15,1798.15,0,0,2012
2012-10-12,1799.31,0,0,2012
2012-10-11,1798.64,1818.5,1779,2012
2012-10-10,1796.95,0,0,2012
2012-10-09,1797.72,0,0,2012
2012-10-08,1797.72,0,0,2012
2012-10-05,1799.34,0,0,2012
2012-10-04,1801.2,1821.4,1781.2,2012
2012-10-03,1802.66,1825.1,1780.5,2012
2012-10-02,1798.04,0,0,2012
