#"Código.Municipio" "Población" "Población.Pobre" "Incidencia" "Código.Departamento" "Departamento" "Municipio" "Número.de.Hogares" "Bajo.Logro.Educativo" "Bajo.Logro.Educativo.Absoluto" "Analfabetismo" "Analfabetismo.Absoluto" "Inasistencia.Escolar" "Inasistencia.Escolar.Absoluto" "Rezago.Escolar" "Rezago.Escolar.Absoluto" "Barreras.Cuidado.Primera.Infancia" "Barreras.Cuidado.Primera.Infancia.Absoluto" "Trabajo.Infantil" "Trabajo.Infantil.Absoluto" "Alta.Dependencia.Económica" "Alta.Dependencia.Económica.Absoluto" "Empleo.Informal" "Empleo.Informal.Absoluto" "Sin.Seguro.Salud" "Sin.Seguro.Salud.Absoluto" "Barreras.Acceso.Salud" "Barreras.Acceso.Salud.Absoluto" "Sin.Fuente.Agua.Mejorada" "Sin.Fuente.Agua.Mejorada.Absoluto" "Inadecuada.Eliminación.Excretas" "Inadecuada.Eliminación.Excretas.Absoluto" "Pisos.Inadecuados" "Pisos.Inadecuados.Absoluto" "Paredes.Inadecuadas" "Paredes.Inadecuadas.Absoluto" "Hacinamiento" "Hacinamiento.Absoluto" "Coordenadas" "Latitud" "Longitud" "NivelesIncidencia"
"1025" 76400 31076 19662.826246 0.6327335 76 "Valle" "La Unión" 8482 0.7777723 6597.0646486 0.14958 1268.73756 0.0583089 494.5760898 0.2502632 2122.7324624 0.191475 1624.09095 0.0473062 401.2511884 0.4227983 3586.1751806 0.9282061 7873.0441402 0.6226673 5281.4640386 0.1221785 1036.318037 0.1127121 956.0240322 0.0863913 732.7710066 0.0490621 416.1447322 0.017331 147.001542 0.1404741 1191.5013162 "(4.529822999999999, -76.1088001)" 4.529823 -76.1088001 "(0.571,0.786]"
"1026" 76403 13695 6347.9269425 0.4635215 76 "Valle" "La Victoria" 3993 0.7708204 3077.8858572 0.2219624 886.2958632 0.079317 316.712781 0.203457 812.403801 0.1005189 401.3719677 0.0298446 119.1694878 0.5139678 2052.2734254 0.9406766 3756.1216638 0.2607207 1041.0577551 0.0408031 162.9267783 0.1656157 661.3034901 0.0393575 157.1544975 0.0209986 83.8474098 0.0178689 71.3505177 0.0950209 379.4184537 "(4.520315, -76.035309)" 4.520315 -76.035309 "(0.357,0.571]"
"1027" 76497 13984 9003.101968 0.6438145 76 "Valle" "Obando" 3465 0.8396761 2909.4776865 0.2670559 925.3486935 0.1078428 373.675302 0.2932809 1016.2183185 0.1881022 651.774123 0.0541348 187.577082 0.5230363 1812.3207795 0.8891577 3080.9314305 0.3349812 1160.709858 0.1213398 420.442407 0.2223673 770.5026945 0.0822065 284.8455225 0.0322321 111.6842265 0.0470675 163.0888875 0.196286 680.13099 "(4.569255, -75.969261)" 4.569255 -75.969261 "(0.571,0.786]"
"1028" 76520 275677 82214.1592728 0.2982264 76 "Valle" "Palmira" 74940 0.5878063 44050.204122 0.1134523 8502.115362 0.0646002 4841.138988 0.1797258 13468.651452 0.0912409 6837.593046 0.0350142 2623.964148 0.352609 26424.51846 0.8201471 61461.823674 0.1612802 12086.338188 0.0463117 3470.598798 0.050969 3819.61686 0.0251469 1884.508686 0.0164844 1235.340936 0.0103448 775.239312 0.0866781 6495.656814 "(3.583333, -76.25)" 3.583333 -76.25 "(0.142,0.357]"
"1029" 76563 47627 22848.0197441 0.4797283 76 "Valle" "Pradera" 11895 0.7757204 9227.194158 0.2311388 2749.396026 0.0651712 775.211424 0.2937512 3494.170524 0.1140901 1357.1017395 0.0356706 424.301787 0.5027536 5980.254072 0.8042347 9566.3717565 0.2227784 2649.949068 0.0435979 518.5970205 0.0874803 1040.5781685 0.0481743 573.0332985 0.0514463 611.9537385 0.0462333 549.9451035 0.1821632 2166.831264 "(3.4166667, -76.1666667)" 3.4166667 -76.1666667 "(0.357,0.571]"
"1030" 76606 13835 7044.2272165 0.5091599 76 "Valle" "Restrepo" 3880 0.7817665 3033.25402 0.1939194 752.407272 0.0683548 265.216624 0.2593948 1006.451824 0.1271786 493.452968 0.0411325 159.5941 0.4537118 1760.401784 0.9602698 3725.846824 0.1771098 687.186024 0.039737 154.17956 0.1155897 448.488036 0.0782449 303.590212 0.0439533 170.538804 0.0327298 126.991624 0.1189997 461.718836 "(3.825209, -76.539032)" 3.825209 -76.539032 "(0.357,0.571]"
"1031" 76616 15296 9300.7373888 0.6080503 76 "Valle" "Riofrío" 4092 0.8342466 3413.7370872 0.2572819 1052.7975348 0.0983954 402.6339768 0.2913583 1192.2381636 0.1540824 630.5051808 0.0283526 116.0188392 0.5027257 2057.1535644 0.9249155 3784.754226 0.2397328 980.9866176 0.030088 123.120096 0.1973111 807.3970212 0.1067008 436.6196736 0.028196 115.378032 0.0598981 245.1030252 0.0964295 394.589514 "(4.1561111, -76.2877778)" 4.1561111 -76.2877778 "(0.571,0.786]"
"1032" 76622 33502 12707.6804722 0.3793111 76 "Valle" "Roldanillo" 9047 0.6566565 5940.7713555 0.1573032 1423.1220504 0.0530022 479.5109034 0.1872828 1694.3474916 0.0835541 755.9139427 0.0205594 186.0008918 0.4500264 4071.3888408 0.8639929 7816.5437663 0.1076507 973.9158829 0.0285278 258.0910066 0.1363982 1233.9945154 0.0540911 489.3621817 0.0320592 290.0395824 0.023252 210.360844 0.1347916 1219.4596052 "(4.4166667, -76.14999999999999)" 4.4166667 -76.15 "(0.357,0.571]"
"1033" 76670 15371 6468.2981778 0.4208118 76 "Valle" "San Pedro" 4019 0.7748644 3114.1800236 0.1698631 682.6797989 0.0677442 272.2639398 0.2555945 1027.2342955 0.0937165 376.6466135 0.0246748 99.1680212 0.4487546 1803.5447374 0.8447141 3394.9059679 0.0957614 384.8650666 0.0331904 133.3922176 0.1852836 744.6547884 0.0492956 198.1190164 0.0308284 123.8993396 0.0267658 107.5717502 0.1192864 479.4120416 "(4, -76.22919999999999)" 4 -76.2292 "(0.357,0.571]"
"1034" 76736 41379 19870.7875197 0.4802143 76 "Valle" "Sevilla" 11348 0.7817495 8871.293326 0.2378147 2698.7212156 0.0833226 945.5448648 0.2463449 2795.5219252 0.1028905 1167.601394 0.0569795 646.603366 0.3517101 3991.2062148 0.9440945 10713.584386 0.1284482 1457.6301736 0.0703242 798.0390216 0.1364812 1548.7886576 0.0645158 732.1252984 0.0174757 198.3142436 0.0587856 667.0989888 0.1348424 1530.1915552 "(4.26889, -75.9361)" 4.26889 -75.9361 "(0.357,0.571]"
"1035" 76823 15362 11640.4617918 0.7577439 76 "Valle" "Toro" 4124 0.830882 3426.557368 0.2722619 1122.8080756 0.1084325 447.17563 0.3085572 1272.4898928 0.2135607 880.7243268 0.0369281 152.2914844 0.4820127 1987.8203748 0.9616725 3965.93739 0.7033723 2900.7073652 0.1743694 719.0994056 0.1594232 657.4612768 0.181165 747.12446 0.0720084 296.9626416 0.0039408 16.2518592 0.1707877 704.3284748 "(4.6116667, -76.0813889)" 4.6116667 -76.0813889 "(0.571,0.786]"
"1036" 76828 18103 11456.0001999 0.6328233 76 "Valle" "Trujillo" 4733 0.8728079 4130.9997907 0.2856539 1351.9999087 0.1124023 532.0000859 0.2955842 1399.0000186 0.1810691 857.0000503 0.0566237 267.9999721 0.4675681 2212.9998173 0.9670399 4576.9998467 0.2816396 1333.0002268 0.109233 516.999789 0.2731883 1293.0002239 0.1519121 718.9999693 0.0268329 127.0001157 0.017959 84.999947 0.1335305 631.9998565 "(4.25, -76.33333329999999)" 4.25 -76.3333333 "(0.571,0.786]"
"1037" 76834 181426 65787.426138 0.362613 76 "Valle" "Tuluá" 48941 0.6176738 30229.5734458 0.1379185 6749.8693085 0.0617743 3023.2960163 0.2095056 10253.4135696 0.1104417 5405.1272397 0.0376808 1844.1360328 0.4031257 19729.3748837 0.8456928 41389.0513248 0.1868994 9147.0435354 0.0500962 2451.7581242 0.0263034 1287.3146994 0.0166089 812.8561749 0.0183518 898.1554438 0.0115132 563.4675212 0.106349 5204.826409 "(4.0833333, -76.2)" 4.0833333 -76.2 "(0.357,0.571]"
"1038" 76845 5113 3212.2187302 0.6282454 76 "Valle" "Ulloa" 1336 0.8594188 1148.1835168 0.2703558 361.1953488 0.1250395 167.052772 0.3447443 460.5783848 0.1812988 242.2151968 0.0662846 88.5562256 0.3789648 506.2969728 0.9346289 1248.6642104 0.383069 511.780184 0.111293 148.687448 0.0832636 111.2401696 0.0557152 74.4355072 0.012202 16.301872 0.0403311 53.8823496 0.1374985 183.697996 "(4.6928877, -75.7255192)" 4.6928877 -75.7255192 "(0.571,0.786]"
"1039" 76863 7967 4606.9998101 0.5782603 76 "Valle" "Versalles" 2161 0.8061083 1742.0000363 0.2174919 469.9999959 0.0934752 201.9999072 0.3345673 722.9999353 0.1448404 313.0001044 0.0726516 157.0001076 0.366497 792.000017 0.9204072 1988.9999592 0.1698288 367.0000368 0.0888478 192.0000958 0.4789449 1034.9999289 0.3391948 732.9999628 0.009255 20.000055 0.0282277 61.0000597 0.0874595 188.9999795 "(4.6666667, -76.25)" 4.6666667 -76.25 "(0.571,0.786]"
"1040" 76869 9586 4451.000278 0.464323 76 "Valle" "Vijes" 2790 0.802509 2239.00011 0.2003584 558.999936 0.0795699 222.000021 0.2426523 676.999917 0.0967742 270.000018 0.0222222 61.999938 0.4225806 1178.999874 0.9075269 2532.000051 0.1555556 434.000124 0.0422939 117.999981 0.1673835 466.999965 0.0577061 161.000019 0.0842294 235.000026 0.0168459 47.000061 0.1713262 478.000098 "(3.7, -76.45)" 3.7 -76.45 "(0.357,0.571]"
"1041" 76890 15033 8188.5788277 0.5447069 76 "Valle" "Yotoco" 4073 0.7844741 3195.1630093 0.1897644 772.9104012 0.0757893 308.6898189 0.3190225 1299.3786425 0.1482486 603.8165478 0.0244996 99.7868708 0.4707251 1917.2633323 0.8747014 3562.6588022 0.263384 1072.763032 0.0636319 259.1727287 0.176862 720.358926 0.0818564 333.4011172 0.0498271 202.9457783 0.0682379 277.9329667 0.1212894 494.0117262 "(3.866666999999999, -76.3833329)" 3.866667 -76.3833329 "(0.357,0.571]"
"1042" 76892 90502 37785.218514 0.417507 76 "Valle" "Yumbo" 24774 0.6529348 16175.8067352 0.1188113 2943.4311462 0.0546175 1353.093945 0.2153613 5335.3608462 0.1219749 3021.8061726 0.0227365 563.274051 0.4533837 11232.1277838 0.8123207 20124.4330218 0.2174728 5387.6711472 0.0347552 861.0253248 0.1072986 2658.2155164 0.0486347 1204.8760578 0.0535532 1326.7269768 0.0955659 2367.5496066 0.1845185 4571.261319 "(3.585, -76.4958)" 3.585 -76.4958 "(0.357,0.571]"
"1043" 76895 39826 14459.8886716 0.3630766 76 "Valle" "Zarzal" 10691 0.6629876 7088.0004316 0.1531852 1637.7029732 0.0360922 385.8617102 0.2218904 2372.2302664 0.0926183 990.1822453 0.0314484 336.2148444 0.4082354 4364.4446614 0.7787512 8325.6290792 0.2300087 2459.0230117 0.0445558 476.3460578 0.0241872 258.5853552 0.0125538 134.2126758 0.020403 218.128473 0.0223728 239.1876048 0.1354468 1448.0617388 "(4.397497, -76.06665)" 4.397497 -76.06665 "(0.357,0.571]"
"1044" 81001 66807 33108.5938599 0.4955857 81 "Arauca" "Arauca" 15978 0.6292293 10053.8257554 0.2426281 3876.7117818 0.0788848 1260.4213344 0.2301418 3677.2056804 0.1545203 2468.9253534 0.0527724 843.1974072 0.5154941 8236.5647298 0.9390089 15003.4842042 0.2584709 4129.8480402 0.0336999 538.4570022 0.1882832 3008.3889696 0.1554506 2483.7896868 0.1401346 2239.0706388 0.0791811 1265.1556158 0.2661058 4251.8384724 "(7.079371, -70.758377)" 7.079371 -70.758377 "(0.357,0.571]"
"1045" 81065 15843 11270.979531 0.711417 81 "Arauca" "Arauquita" 3764.87 0.8045587 3029.058912869 0.5209264 1961.220175568 0.1075606 404.951676122 0.2689809 1012.678120983 0.1307339 492.196138093 0.0398213 149.922017731 0.672895 2533.36219865 0.9915625 3733.103909375 0.4949599 1863.459678713 0.0146414 55.122967618 0.0543998 204.808175026 0.035271 132.79072977 0.163831 616.80241697 0.1816111 683.742182057 0.3293825 1240.082292775 "(7.027336, -71.428494)" 7.027336 -71.428494 "(0.571,0.786]"
"1046" 81220 2970 2047.000032 0.6892256 81 "Arauca" "Cravo Norte" 717 0.7880056 565.0000152 0.2900976 207.9999792 0.1422594 101.9999898 0.3709902 265.9999734 0.237099 169.999983 0.0822873 58.9999941 0.5941423 426.0000291 0.9414226 675.0000042 0.0934449 66.9999933 0.0446304 31.9999968 0.2719665 194.9999805 0.251046 179.999982 0.3305439 236.9999763 0.0348675 24.9999975 0.362622 259.999974 "(6.3, -70.2)" 6.3 -70.2 "(0.571,0.786]"
"1047" 81300 4393 3093.0001571 0.7040747 81 "Arauca" "Fortul*" 1073 0.8126747 871.9999531 0.2367195 254.0000235 0.1537745 165.0000385 0.360671 386.999983 0.2562908 275.0000284 0.1360671 145.9999983 0.4892824 525.0000152 0.9589935 1029.0000255 0.1966449 210.9999777 0.1369991 147.0000343 0.1789376 192.0000448 0.2385834 255.9999882 0.2739981 293.9999613 0.2003728 215.0000144 0.3709226 397.9999498 "(6.792219999999999, -71.7756)" 6.79222 -71.7756 "(0.571,0.786]"
"1048" 81591 2468 1655.000078 0.6705835 81 "Arauca" "Puerto Rondón" 642 0.7772586 499.0000212 0.1838006 117.9999852 0.1043614 67.0000188 0.3489097 224.0000274 0.1713396 110.0000232 0.0389408 24.9999936 0.6495327 416.9999934 0.9641745 619.000029 0.1619938 104.0000196 0.0186916 12.0000072 0.1760125 113.000025 0.3021807 194.0000094 0.1479751 95.0000142 0.0280374 18.0000108 0.3130841 200.9999922 "(6.2833333, -71.1)" 6.2833333 -71.1 "(0.571,0.786]"
"1049" 81736 33782 23081.7812176 0.6832568 81 "Arauca" "Saravena" 8886.479 0.8236769 7319.5874746351 0.2635609 2342.1284030711 0.1161756 1032.3920297124 0.3102234 2756.7937294086 0.1920707 1706.8322420653 0.0843128 749.2439266312 0.495616 4404.281176064 0.967431 8597.055265449 0.3238901 2878.2425719579 0.1021034 907.3397199286 0.1722463 1530.6631277777 0.3771734 3351.7434984586 0.1761626 1565.4652454854 0.1555858 1382.6099443982 0.2778293 2468.9242400347 "(6.959518999999999, -71.88179)" 6.959519 -71.88179 "(0.571,0.786]"
"1050" 81794 21596 13206.2045136 0.6115116 81 "Arauca" "Tame*" 5979 0.7398735 4423.7036565 0.1915706 1145.4006174 0.1093102 653.5656858 0.2917588 1744.4258652 0.1643198 982.4680842 0.0564497 337.5127563 0.5059926 3025.3297554 0.9588592 5733.0191568 0.332245 1986.492855 0.0674843 403.4886297 0.1970327 1178.0585133 0.3047499 1822.0996521 0.196207 1173.121653 0.1126113 673.3029627 0.1940286 1160.0969994 "(6.459289999999999, -71.736282)" 6.45929 -71.736282 "(0.571,0.786]"
"1051" 85001 101202 42091.834638 0.415919 85 "Casanare" "Yopal" 28102 0.6014726 16902.5830052 0.1225001 3442.4978102 0.0906906 2548.5872412 0.2488259 6992.5054418 0.1448318 4070.0632436 0.0545877 1534.0235454 0.4067473 11430.4126246 0.8830042 24814.1840284 0.1197421 3364.9924942 0.0302852 851.0746904 0.1250305 3513.607111 0.0767739 2157.5001378 0.0490113 1377.3155526 0.0331237 930.8422174 0.2440735 6858.953497 "(5.346555, -72.405563)" 5.346555 -72.405563 "(0.357,0.571]"
"1052" 85010 27342 14977.9038528 0.5477984 85 "Casanare" "Aguazul" 7434 0.7862198 5844.7579932 0.1942556 1444.0961304 0.0771246 573.3442764 0.2759967 2051.7594678 0.1522472 1131.8056848 0.0418319 310.9783446 0.5484731 4077.3490254 0.9349437 6950.3714658 0.0910851 677.1266334 0.0434938 323.3329092 0.1986238 1476.5693292 0.0463428 344.5123752 0.037651 279.897534 0.0221133 164.3902722 0.2304684 1713.3020856 "(5.172548, -72.551529)" 5.172548 -72.551529 "(0.357,0.571]"
"1053" 85015 1631 1005.0000184 0.6161864 85 "Casanare" "Chameza" 379 0.8153034 308.9999886 0.298153 112.999987 0.1134565 43.0000135 0.3166227 120.0000033 0.1002639 38.0000181 0.1055409 40.0000011 0.474934 179.999986 0.9129288 346.0000152 0.0369393 13.9999947 0.0844327 31.9999933 0.3905013 147.9999927 0.2744063 103.9999877 0.2110818 80.0000022 0.0237467 8.9999993 0.3588391 136.0000189 "(5.216666699999999, -72.88333329999999)" 5.2166667 -72.8833333 "(0.571,0.786]"
"1054" 85125 9447 7549.9998885 0.7991955 85 "Casanare" "Hato Corozal" 2205 0.876644 1933.00002 0.2671202 589.000041 0.1755102 386.999991 0.4018141 886.0000905 0.229932 507.00006 0.0848073 187.0000965 0.6095238 1343.999979 0.9836735 2169.0000675 0.0811791 178.9999155 0.0702948 155.000034 0.5941043 1309.9999815 0.5324263 1173.9999915 0.3283447 724.0000635 0.0920635 203.0000175 0.322449 711.000045 "(6.158398, -71.766273)" 6.158398 -71.766273 "(0.786,1]"
"1055" 85136 1134 814.0000554 0.7178131 85 "Casanare" "La Salina" 294 0.8231293 242.0000142 0.2006803 59.0000082 0.0952381 28.0000014 0.3095238 90.9999972 0.1972789 57.9999966 0.0986395 29.000013 0.4591837 135.0000078 0.9387755 275.999997 0.1530612 44.9999928 0.1530612 44.9999928 0.462585 135.99999 0.4319728 127.0000032 0.255102 74.999988 0.0102041 3.0000054 0.2414966 71.0000004 "(6.13056, -72.3378)" 6.13056 -72.3378 "(0.571,0.786]"
"1056" 85139 10394 7303.9999614 0.7027131 85 "Casanare" "Mani" 2695 0.7888683 2126.0000685 0.2333952 629.000064 0.090167 243.000065 0.322449 869.000055 0.1758813 474.0001035 0.0538033 144.9998935 0.5283859 1424.0000005 0.9569573 2578.9999235 0.0671614 180.999973 0.0486085 130.9999075 0.9769944 2632.999908 0.2289425 617.0000375 0.1020408 274.999956 0.0519481 140.0001295 0.2716141 731.9999995 "(4.8166667, -72.2833333)" 4.8166667 -72.2833333 "(0.571,0.786]"
"1057" 85162 11201 5599.0001861 0.4998661 85 "Casanare" "Monterrey" 3064 0.7597911 2327.9999304 0.1994125 610.9999 0.0704961 216.0000504 0.2522846 773.0000144 0.1112924 340.9999136 0.0512402 156.9999728 0.5189295 1589.999988 0.9272193 2840.9999352 0.0763708 234.0001312 0.0499347 152.9999208 0.1870104 572.9998656 0.1661227 508.9999528 0.0430809 131.9998776 0.0447128 137.0000192 0.191906 587.999984 "(4.875918, -72.8979109)" 4.875918 -72.8979109 "(0.357,0.571]"
"1058" 85225 7721 6444.9997444 0.8347364 85 "Casanare" "Nunchía" 1824 0.8974781 1637.0000544 0.3212719 585.9999456 0.2050439 374.0000736 0.4144737 756.0000288 0.2510965 458.000016 0.0476974 87.0000576 0.6858553 1251.0000672 0.9533991 1738.9999584 0.0948465 173.000016 0.0800439 146.0000736 0.6990132 1275.0000768 0.3733553 681.0000672 0.4533991 826.9999584 0.1041667 190.0000608 0.3464912 631.9999488 "(5.633333299999999, -72.2)" 5.6333333 -72.2 "(0.786,1]"
"1059" 85230 7224 5742.000012 0.7948505 85 "Casanare" "Orocue" 1730 0.8716763 1507.999999 0.3849711 666.000003 0.2121387 366.999951 0.366474 634.00002 0.2410405 417.000065 0.0468208 80.999984 0.6364162 1101.000026 0.983815 1701.99995 0.0612717 106.000041 0.0225434 39.000082 0.4780347 827.000031 0.616763 1066.99999 0.4034682 697.999986 0.2034682 351.999986 0.3930636 680.000028 "(4.8, -71.35)" 4.8 -71.35 "(0.786,1]"
"1060" 85250 25092 16722.2171304 0.6664362 85 "Casanare" "Paz de Ariporo" 6122 0.8039827 4921.9820894 0.2153675 1318.479835 0.1477347 904.4318334 0.3651422 2235.4005484 0.1827624 1118.8714128 0.092869 568.544018 0.450339 2756.975358 0.9689509 5931.9174098 0.1303365 797.920053 0.0702732 430.2125304 0.2721332 1665.9994504 0.386195 2364.28579 0.1831659 1121.3416398 0.0346633 212.2087226 0.3043314 1863.1168308 "(5.881877, -71.89337200000001)" 5.881877 -71.893372 "(0.571,0.786]"
"1061" 85263 7447 5624.9998519 0.7553377 85 "Casanare" "Pore" 1749 0.8564894 1497.9999606 0.2515723 439.9999527 0.14008 244.99992 0.3836478 671.0000022 0.2510006 439.0000494 0.0874786 153.0000714 0.5597484 978.9999516 0.969697 1696.000053 0.0748999 130.9999251 0.086335 150.999915 0.46255 808.99995 0.518582 906.999918 0.2595769 453.9999981 0.0377358 65.9999142 0.3390509 593.0000241 "(5.725105999999999, -71.993713)" 5.725106 -71.993713 "(0.571,0.786]"
"1062" 85279 1469 1173.9999739 0.7991831 85 "Casanare" "Recetor" 340 0.8294118 282.000012 0.3352941 113.999994 0.2588235 87.99999 0.3617647 122.999998 0.1852941 62.999994 0.0764706 26.000004 0.7852941 266.999994 0.9676471 329.000014 0.2235294 75.999996 0.2588235 87.99999 0.7705882 261.999988 0.2 68 0.2588235 87.99999 0.0382353 13.000002 0.25 85 "(5.2333333, -72.7666667)" 5.2333333 -72.7666667 "(0.786,1]"
"1063" 85300 3217 1861.0000781 0.5784893 85 "Casanare" "Sabanalarga" 884 0.7861991 695.0000044 0.2341629 207.0000036 0.0961538 84.9999592 0.280543 248.000012 0.1470588 129.9999792 0.0531674 46.9999816 0.479638 423.999992 0.928733 820.999972 0.0938914 82.9999976 0.0701357 61.9999588 0.3382353 299.0000052 0.1617647 142.9999948 0.0588235 51.999974 0.0033937 3.0000308 0.1719457 151.9999988 "(4.85361, -73.0431)" 4.85361 -73.0431 "(0.571,0.786]"
"1064" 85315 1541 990.00004 0.64244 85 "Casanare" "Sacama" 416 0.7956731 331.0000096 0.1947115 80.999984 0.1346154 56.0000064 0.3317308 138.0000128 0.1875 78 0.0841346 34.9999936 0.4711538 195.9999808 0.9278846 385.9999936 0.0360577 15.0000032 0.2019231 84.0000096 0.1923077 80.0000032 0.2355769 97.9999904 0.1370192 56.9999872 0.1057692 43.9999872 0.25 104 "(6.099794, -72.248131)" 6.099794 -72.248131 "(0.571,0.786]"
"1065" 85325 6834 5475.8545776 0.8012664 85 "Casanare" "San Luis de Palenque" 1602 0.8810006 1411.3629612 0.2361101 378.2483802 0.2366388 379.0953576 0.4078829 653.4284058 0.2428939 389.1160278 0.0954067 152.8415334 0.6230162 998.0719524 0.9625871 1542.0645342 0.0948351 151.9258302 0.051185 81.99837 0.7157179 1146.5800758 0.3832878 614.0270556 0.3252505 521.051301 0.0489784 78.4633968 0.296192 474.499584 "(5.4166667, -71.7333333)" 5.4166667 -71.7333333 "(0.786,1]"
"1066" 85400 6160 5095.999832 0.8272727 85 "Casanare" "Támara" 1565 0.8760383 1370.9999395 0.2990415 467.9999475 0.2389776 373.999944 0.3546326 555.000019 0.2472843 386.9999295 0.0492013 77.0000345 0.7654952 1197.999988 0.9776358 1530.000027 0.3079872 481.999968 0.1335463 208.9999595 0.6952077 1088.0000505 0.4926518 771.000067 0.5603834 877.000021 0.0728435 114.0000775 0.3539936 553.999984 "(5.832282999999999, -72.162392)" 5.832283 -72.162392 "(0.786,1]"
"1067" 85410 14781 7982.9993412 0.5400852 85 "Casanare" "Tauramena" 3972 0.7364048 2924.9998656 0.1644008 652.9999776 0.0722558 287.0000376 0.2774421 1102.0000212 0.1470292 583.9999824 0.0506042 200.9998824 0.4896777 1944.9998244 0.8763847 3481.0000284 0.1145519 455.0001468 0.0639476 253.9998672 0.1757301 697.9999572 0.0929003 368.9999916 0.077291 306.999852 0.1412387 561.0001164 0.2567976 1020.0000672 "(5.0166667, -72.75)" 5.0166667 -72.75 "(0.357,0.571]"
"1068" 85430 10967 8706.9996024 0.7939272 85 "Casanare" "Trinidad" 2430 0.8325103 2023.000029 0.2493827 605.999961 0.1617284 393.000012 0.3954733 961.000119 0.2209877 537.000111 0.0855967 207.999981 0.5831276 1417.000068 0.9798354 2381.000022 0.1222222 296.999946 0.0283951 69.000093 0.4687243 1139.000049 0.6843621 1662.999903 0.2325103 565.000029 0.0613169 149.000067 0.3839506 932.999958 "(5.409632999999999, -71.661209)" 5.409633 -71.661209 "(0.786,1]"
"1069" 85440 20507 11058.1598181 0.5392383 85 "Casanare" "Villanueva" 5821 0.7907321 4602.8515541 0.190898 1111.217258 0.0903103 525.6962563 0.2884205 1678.8957305 0.1756568 1022.4982328 0.0490446 285.4886166 0.3951871 2300.3841091 0.8896805 5178.8301905 0.1405812 818.3231652 0.0357096 207.8655816 0.1143536 665.6523056 0.0867819 505.1574399 0.0695852 405.0554492 0.0295683 172.1170743 0.2617593 1523.7008853 "(4.6087361, -72.92879169999999)" 4.6087361 -72.9287917 "(0.357,0.571]"
"1070" 86001 35454 18642.6137316 0.5258254 86 "Putumayo" "Mocoa" 9447 0.6362972 6011.0996484 0.131948 1246.512756 0.077679 733.833513 0.2693276 2544.3378372 0.1623002 1533.2499894 0.0429407 405.6607929 0.4887651 4617.3638997 0.9007726 8509.5987522 0.2053522 1939.9622334 0.146491 1383.900477 0.169572 1601.946684 0.1954621 1846.5304587 0.0431837 407.9564139 0.1387852 1311.1037844 0.2458159 2322.2228073 "(1.15, -76.6475)" 1.15 -76.6475 "(0.357,0.571]"
"1071" 86219 4198 2330.9999512 0.5552644 86 "Putumayo" "Colón" 1066 0.7804878 831.9999948 0.1604128 171.0000448 0.1013133 107.9999778 0.2345216 250.0000256 0.1697936 180.9999776 0.0750469 79.9999954 0.478424 509.999984 0.9652908 1028.9999928 0.2589118 275.9999788 0.119137 127.000042 0.0787992 83.9999472 0.054409 57.999994 0.0412758 44.0000028 0.0168856 18.0000496 0.2579737 274.9999642 "(1.1902778, -76.97388889999999)" 1.1902778 -76.9738889 "(0.357,0.571]"
